ID,target,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26
325,False,0.1766,0.1269,-1.4899,0.2958,0.961,-0.4251,0.0211,6.6765,-1.0704,-0.1616,3.1525,0.0011,-0.9643,0.4796,-0.2344,1.8056,0.4141,-3.7693,15.9767,-0.5131,-0.3249,0.312,1.0919,0.9596,0.0129,,1.1695
326,True,0.3315,-3.2239,-8.6197,-0.3215,-0.2492,-1.1683,0.0112,,0.4069,-0.2434,-1.2887,0.0052,1.115,0.5243,0.3498,4.0177,-0.7787,,5.3978,-0.2999,-0.2963,0.0989,-1.6038,8.6441,-0.2022,3.3442,4.7784
327,True,0.119,-5.2955,-5.995,-0.3788,-0.2116,-0.6729,0.0025,3.4169,0.5392,-0.2657,-1.5884,0.0079,2.8527,0.6064,0.1999,3.2,-0.3577,1.4697,10.2905,2.2347,-0.0435,-0.1572,0.8327,6.1593,-0.2666,2.7575,1.5658
328,False,0.3619,3.3001,-3.8028,0.2422,0.3371,-0.1208,0.0278,11.7915,-0.4001,0.3392,2.5894,-0.0051,-4.3358,0.1053,-0.2378,0.4312,0.2369,2.464,0.2406,-1.9817,0.05,0.102,-2.8681,3.3191,-0.0647,0.2215,5.1085
329,False,0.3423,5.9126,-2.9449,0.2264,0.7581,2.031,0.0281,-10.0727,-1.0439,0.5695,0.1191,-0.0038,-0.6715,0.0709,-0.1536,0.7282,1.0567,-3.4235,-8.2886,-7.9511,-0.0519,-0.3932,-1.9512,2.7341,,-0.2454,-2.3336
330,False,0.2545,-1.1818,-3.3293,0.1819,-0.7077,1.1816,0.0155,,-0.819,0.25,0.6912,-0.0035,0.7522,0.6239,-0.2092,0.4784,-0.1177,0.0248,6.654,0.2686,-0.1344,-0.0466,2.4143,2.8373,-0.045,0.627,1.1969
331,False,0.1159,1.5629,-2.1626,0.2791,1.2617,0.2331,0.0203,7.6794,-0.9954,0.3005,1.4451,-0.0075,-0.7189,0.072,-0.0475,0.5288,0.5508,4.4724,15.5138,-2.5265,0.0516,0.0706,1.2807,2.1925,0.1664,4.9437,1.5068
332,True,0.1222,-1.7741,-6.258,-0.6101,-0.4145,0.9834,0.0109,-3.5535,1.1433,-0.4113,-1.9063,0.0016,-1.7229,0.6339,0.072,4.0852,-0.4057,-2.2099,-5.5778,2.0689,-0.1455,0.3237,1.0135,6.6771,0.0737,4.401,-2.6006
333,False,0.2849,-1.0566,-6.2562,0.0833,-1.2865,1.3869,0.0224,2.4641,-0.528,-0.0279,3.1162,-0.0106,1.6522,0.4984,-0.0105,2.3051,0.3661,1.5558,16.1089,4.1534,-0.1671,-0.3377,3.7153,5.6574,-0.0401,2.9203,1.3717
334,True,0.0324,-3.4041,-6.4676,-0.3572,-1.1812,0.0633,0.0114,5.473,-1.1497,-0.0071,-0.9072,0.0028,3.3734,0.5501,-0.0779,0.6156,-0.4168,-1.9225,17.4313,5.3378,0.0919,0.0902,-1.6665,6.4591,0.555,5.1212,7.8179
335,False,0.1413,-0.0312,-11.4711,-0.2666,0.8257,-0.3968,0.0063,-4.7069,0.6097,-0.016,-0.6893,-0.0012,-0.44,0.1462,0.141,4.2938,-0.4648,-0.6099,-16.355,0.4818,0.1631,-0.2788,0.2537,11.3036,0.0308,2.0883,4.8584
336,True,0.1429,4.335,-2.8031,-0.0728,-0.6325,-0.5384,0.0031,3.3668,0.5039,-0.1542,1.6994,0.001,1.5705,0.585,0.2134,3.3469,-0.4426,,9.9599,2.898,0.1422,-0.0188,-2.5844,2.5278,-0.2232,2.7165,2.5015
337,True,0.051,0.1809,-9.5702,-0.6049,-1.6247,-0.7366,0.0044,-5.8603,0.3319,-0.1601,0.3643,0.0049,3.0157,0.6211,-0.0071,2.0741,-0.1361,-1.0915,-4.1893,5.0536,0.124,-0.1503,1.9928,9.6438,0.1423,4.3236,1.284
338,False,0.4025,-0.3502,-4.8609,0.1819,0.6303,0.9976,0.0277,-8.7187,-0.7264,0.2426,1.6994,-0.0211,1.0321,0.138,-0.2008,0.4674,0.7243,-0.1283,-8.5531,-4.5163,-0.0652,0.2527,-1.5218,4.5139,-0.3869,2.8165,2.3429
339,True,0.233,3.0115,-7.6602,-0.2188,-1.6398,-2.0602,0.007,-2.7512,0.4245,-0.1661,-1.6247,0.0024,-2.7279,0.4137,0.1747,4.4695,-1.2662,-2.673,-14.8343,-2.1002,-0.3461,-0.2145,-4.0856,8.3281,0.2303,1.2201,2.679
340,True,0.1603,3.3011,-9.7096,-0.0429,-0.6325,-1.3311,0.0159,-4.6066,0.2746,-0.172,1.1544,0.0047,1.6795,0.6008,0.1966,4.4727,-0.4907,-2.1403,-3.462,1.453,0.1104,0.1657,-2.187,9.1977,0.0782,4.222,0.0499
341,True,0.0497,6.7311,-5.9423,-0.6126,-0.6626,-1.5647,0.0022,1.3107,1.0198,-0.1408,1.554,-0.0021,-3.2625,0.5478,0.3245,3.6111,-0.029,-2.5909,8.8359,1.3583,0.0851,-0.0968,-2.0149,5.5671,0.121,3.0501,5.9395
342,False,0.1726,0.1988,-1.5547,-0.1052,0.9009,-0.0146,0.0271,-1.6479,-0.3913,0.2619,0.4097,-0.0008,0.4797,0.3353,0.0147,0.5099,0.4695,-1.183,8.5053,4.5087,-0.0659,0.1436,-2.5911,1.1178,0.3412,4.1354,2.1811
343,True,0.0432,1.2761,-1.6797,0.0322,-0.5799,-0.8215,0.0135,0.4081,-0.1752,-0.1304,1.4905,0.0111,-3.5078,0.6331,0.0248,2.1944,-0.0401,,15.1832,-0.2525,0.0358,0.2804,2.2284,1.7282,0.2855,2.1687,4.7463
344,False,0.4127,-2.3501,-1.6528,-0.0963,-0.4221,-0.6092,0.0181,5.5231,-0.5015,0.3347,2.2625,0.0074,-1.0152,0.0668,0.0753,0.4375,0.7686,,8.7037,1.4056,0.1815,0.2456,-1.1647,1.3015,-0.0743,0.8745,-2.6064
345,False,0.2581,-0.5879,-9.6056,-0.248,-0.9407,-0.8003,0.0108,2.8152,0.1688,-0.1676,-1.988,-0.0041,-0.3912,0.4518,0.2504,3.5908,-0.8009,-2.9725,-2.1397,-1.9344,-0.3245,-0.0402,3.5144,9.8562,0.0695,5.3221,-3.1144
346,False,0.3769,3.1513,-4.68,-0.0612,1.7277,2.0239,0.0274,-7.0137,-0.7661,0.4224,0.7094,-0.0176,0.0463,0.057,0.2723,2.3466,0.7982,,10.0922,-7.0983,0.0427,0.0646,-0.3457,4.7245,0.2731,3.3494,3.8515
347,False,0.39,-0.1826,-1.3508,0.3753,-0.6851,-0.9772,0.0163,3.3668,-0.7132,0.0137,0.0464,0.001,-4.286,0.2879,-0.2294,0.9234,1.053,-5.2554,17.2329,0.3397,-0.161,-0.2073,1.5009,1.276,-0.0286,5.7654,-5.0373
348,False,0.0988,1.7549,-1.3157,0.0857,-1.5796,-0.0712,0.0125,3.0157,-0.9513,-0.1215,0.7094,-0.0002,-3.6563,0.3681,-0.0172,2.471,0.1815,2.3127,11.6129,-0.6078,-0.1346,0.1214,-0.8461,1.4393,0.109,,4.7688
349,False,0.3244,-1.2403,-1.8559,0.3515,-0.5047,-0.0995,0.0102,-8.468,-0.4662,0.094,1.2543,0.001,2.9806,0.6042,-0.4112,1.75,-0.2358,-2.9729,18.952,3.9876,0.0135,0.0917,-0.5304,1.7024,-0.0586,2.4178,-2.7917
350,True,0.3634,1.7058,-7.3713,-0.1472,-1.6022,-1.2179,0.0093,-3.7541,-0.0341,-0.4722,-1.5611,0.0054,-3.506,,0.0939,4.0729,-0.4722,-3.382,8.6376,-2.6213,0.6513,-0.0633,1.9464,7.6285,-0.0585,1.645,0.768
351,False,0.4399,-0.8595,-9.5605,-0.0032,1.8255,2.031,0.0238,2.3137,-0.6603,0.1222,-0.5803,-0.0063,1.3186,0.4137,-0.125,0.4674,0.3329,1.4798,-0.4206,0.0317,-0.2013,-0.0242,0.5042,9.8562,0.0819,4.2743,5.3293
352,False,0.4493,1.4171,-2.0495,-0.3974,0.5175,0.3464,0.025,4.2694,-0.4045,-0.3459,0.5732,-0.0015,0.3839,0.4796,0.0046,2.7032,1.1638,0.4615,17.299,6.5933,-0.1969,0.0067,0.374,1.8571,0.1047,4.4226,-1.7202
353,True,0.2384,1.9542,-4.2217,0.1538,0.4649,-0.4322,0.0104,0.8093,0.6141,-0.1661,-0.553,0.0106,-0.3077,0.235,-0.0374,3.3672,0.8093,-2.0363,7.3813,8.7015,-0.0519,-0.0878,3.7381,4.2719,-0.0279,0.1256,0.5002
354,False,0.3315,2.0909,-11.4997,-0.3611,-0.5724,-0.7295,0.014,-3.353,1.4828,-0.3727,-1.879,0.0079,0.6103,0.4681,0.1932,4.6123,-1.0409,-7.0654,-6.1729,-2.8819,0.0154,-0.0918,2.0838,11.6049,,2.4447,-4.7924
355,False,0.0708,2.5806,-1.8335,0.0083,-0.6927,-0.234,0.0232,0.1072,0.0585,0.2322,0.7548,-0.0109,1.2295,0.3301,-0.3018,1.1892,0.8942,2.2878,-10.9334,-0.9632,-0.105,0.1491,-0.7082,1.625,-0.0683,2.3081,5.7933
356,False,0.2688,0.7517,-6.0137,0.2626,2.051,1.9319,0.0256,-2.7512,-1.0351,0.1623,1.8628,-0.0044,0.5496,0.2747,-0.1974,1.9537,1.1269,3.4997,1.2323,-1.4132,0.0994,-0.0472,2.0537,5.805,0.254,1.4103,-4.1977
357,True,0.1089,5.5513,-10.1701,0.0015,-0.843,-0.142,0.0026,-0.6952,0.7773,-0.447,-1.9153,0.0123,-1.9627,0.5659,-0.1014,3.6653,-0.3614,0.8879,-10.2061,-5.1796,-0.2509,-0.2352,-0.2077,10.6486,-0.1576,1.2956,2.0871
358,True,0.0752,3.5114,-8.9751,-0.0655,-0.377,-0.2694,0.0055,1.9125,0.3716,-0.3578,0.0101,0.0115,0.1964,0.4038,-0.0593,,-0.8082,0.2011,10.4889,9.2226,-0.2543,-0.1429,1.3261,9.049,0.0715,0.7156,1.9438
359,False,0.2202,7.6779,-1.2229,0.0344,-0.4672,-1.2886,0.0165,-2.701,-0.4883,0.1029,1.2725,-0.0031,0.7458,0.6365,-0.1688,1.7963,-0.0512,-0.8606,16.6378,2.7085,-0.366,-0.0566,1.5388,1.1331,-0.0323,1.1795,1.1397
360,False,0.3544,5.3749,-9.965,0.0867,0.8182,-0.4039,0.0222,-2.4503,-0.1796,-0.0814,-0.5621,-0.0086,1.511,0.3972,-0.1216,2.5788,-0.6347,1.6445,-7.5613,-3.3793,-0.0669,-0.0313,0.3273,9.835,0.0073,,2.0024
361,False,0.2849,0.8523,-7.9373,-0.1518,0.8859,0.4172,0.0172,-3.8544,-0.7837,0.2678,1.1363,-0.0007,0.5089,0.4567,0.0198,0.5524,0.3144,-0.622,7.1168,-3.2846,0.0686,-0.2682,-2.8798,7.4705,0.0211,2.4854,0.8129
362,False,0.4664,-2.1093,-5.4289,-0.168,1.8405,-0.3968,0.0209,-9.5712,-0.7,0.4685,-0.8891,-0.0101,1.2818,0.4087,0.1073,2.6949,-0.2248,-3.0317,1.4307,-5.2506,-0.0506,0.0433,6.2624,5.8323,,2.0406,-0.9316
363,False,0.2903,2.156,-9.2289,-0.2671,-0.2792,0.0916,0.0067,3.8682,0.0144,-0.0101,-3.3957,-0.0011,0.7154,0.2548,0.0922,3.9748,-0.1398,-2.9673,-2.2719,-2.2897,0.3597,-0.0741,3.1901,9.75,0.0951,0.6911,1.8753
364,True,0.0233,3.1868,-7.8055,-0.0565,-0.2642,-1.4302,0.0119,2.6647,-0.2854,-0.0413,-0.3986,-0.0037,-0.5436,0.3733,-0.561,2.0556,0.355,-2.5983,14.4559,0.5292,-0.2336,0.1005,0.7764,8.0122,-0.0004,-1.4787,2.0731
365,False,0.2401,1.1207,-9.9459,0.1118,-0.1514,1.5072,0.021,0.709,-1.1542,0.354,2.5077,-0.0002,0.7816,0.344,-0.0307,2.9481,0.0817,,7.5797,2.3295,0.3514,0.444,1.1899,9.6225,,4.2625,-0.0536
366,True,0.4195,0.647,-10.7928,0.0565,-1.0309,-1.6001,0.0046,3.3166,1.2359,-0.1691,-1.2251,0.0049,-1.4283,0.5401,-0.0947,4.5328,-0.8267,2.0036,-3.991,-1.1527,0.2546,0.0111,-0.3212,10.699,-0.3795,1.2072,0.0501
367,True,0.2903,3.5307,-6.1624,0.355,0.3898,0.3393,0.0046,-9.7217,-0.2502,-0.1869,0.664,0.0061,-0.8416,0.4187,-0.0762,1.8333,-0.0106,-4.7538,8.307,4.1534,0.2486,-0.0045,2.5111,5.9686,-0.1384,2.6308,3.66
368,False,0.2258,1.0408,-2.4598,0.1963,1.6601,1.486,0.0275,3.8682,-0.9866,0.675,1.8992,-0.0127,-0.1612,0.0925,-0.1603,2.4461,1.1047,-3.7659,8.5053,-6.9799,0.0932,0.2858,-0.365,1.9861,0.0301,3.7599,0.4007
369,True,0.4482,-0.2057,-8.342,-0.651,-2.2712,0.042,0.0044,11.2399,0.7552,-0.2345,-1.77,0.0096,-4.2753,0.52,0.274,4.122,-0.9892,-5.6348,-4.3877,-0.0393,-0.0009,0.07,0.9168,8.4861,,3.6469,0.4858
370,False,0.4651,0.6042,-3.9939,0.0712,0.0741,1.3302,0.0209,1.0099,-0.9954,0.1831,-0.2624,-0.0124,0.1542,0.2714,-0.4314,0.2943,1.4998,0.2866,-2.6686,-3.9241,0.084,-0.2333,-1.0235,3.9338,,,2.9197
371,False,0.4693,2.8122,-11.3269,-0.4595,0.0816,-0.0783,0.0187,-2.1996,0.8126,-0.065,-2.3059,-0.009,0.8645,0.494,0.3784,3.2444,-0.5313,-5.5834,-8.2225,-1.958,-0.3771,0.4169,1.6482,11.7084,0.2703,2.2433,1.971
372,False,0.3529,2.7517,-5.4399,0.051,-0.3319,-0.4464,0.0195,0.4582,-0.2766,-0.1483,2.4441,-0.0065,1.8421,0.6354,0.0063,1.0661,-0.21,0.2109,18.952,8.2751,-0.1497,-0.2749,1.8927,4.9051,0.1466,1.9068,4.7586
373,False,0.0618,-3.5016,-11.5513,-0.0479,0.495,-1.5647,0.003,3.4169,0.2305,-0.2805,-1.9698,0.0063,0.496,0.4955,0.0568,4.4955,-0.6531,-2.6236,-22.1734,-3.9952,-0.0273,0.2845,1.3248,11.6739,0.0365,,6.6764
374,False,0.3754,2.6001,-6.7174,-0.2629,-1.076,1.033,0.0182,,0.2878,0.042,0.11,0.0037,2.3976,0.038,0.1764,3.645,-0.7048,-2.433,-2.4703,-3.6399,-0.0105,0.1733,0.8933,6.7862,0.0524,3.6048,-2.5049
375,True,0.267,1.4228,-9.7637,-0.0449,-1.5646,-0.5525,0.0113,1.9627,0.0409,-0.181,-0.1534,0.0062,1.9905,0.5041,-0.1553,4.4104,-1.0224,,-6.0406,0.7661,-0.1544,-0.2131,0.8873,9.8137,-0.0481,3.9924,0.1925
376,True,0.0445,3.166,-10.7457,-0.3124,0.3221,-0.1632,0.0067,6.2753,0.9449,-0.2434,-2.2605,0.0136,0.3266,0.3509,0.2589,4.7047,-1.2034,1.5337,-22.2395,-0.5368,-0.1432,0.3225,2.0057,10.6318,0.0475,3.7102,-1.6272
377,True,0.3029,1.7995,-9.0423,0.0575,-0.8731,-0.6304,0.0031,4.0688,-0.0958,-0.3771,0.6731,0.0013,0.6355,0.4468,-0.2294,3.6247,-0.6753,0.1067,7.3152,0.3634,-0.2456,0.2519,-0.2642,9.0278,-0.2441,-2.5946,1.6818
378,False,0.3262,-0.9429,-6.1061,0.041,-0.4747,0.5375,0.0232,-3.9046,-0.3692,0.0613,0.8547,-0.0113,-0.8234,0.3733,-0.2058,3.3401,0.8536,-2.4132,15.5138,-1.1053,0.2592,0.0874,0.0039,6.1593,-0.1787,1.769,1.9422
379,False,0.432,3.0959,-2.6001,0.1647,-0.3995,0.9763,0.0251,11.9419,-0.9954,0.1549,0.7548,-0.0064,2.4639,0.0635,-0.2462,1.224,1.5774,-0.9774,2.2902,3.1348,-0.1638,-0.4728,2.099,2.2698,0.0811,-0.8644,2.071
380,False,0.0542,1.352,-11.2445,-0.0508,0.3371,0.1694,0.0122,-4.6066,0.9801,-0.2984,-2.5329,0.0076,-2.6062,0.4782,0.1545,4.3122,-0.487,1.3901,-10.8672,-2.5265,-0.1174,0.0231,2.1929,11.6049,0.0321,2.1613,3.4442
381,False,0.1571,-1.045,-1.3867,0.3519,0.7205,0.4384,0.0284,-2.1996,-0.3251,0.0761,-0.1262,-0.0155,0.0377,0.0752,-0.1536,0.5856,0.6985,0.6251,-4.7183,-4.6348,0.1767,0.2134,-1.7248,1.5218,0.1951,2.2226,-2.3932
382,True,0.3136,1.7732,-12.0193,-0.1528,-0.0763,0.0137,0.0113,,1.6857,-0.5094,-2.2877,0.0163,1.3537,0.4071,0.0518,3.6789,-0.9227,-4.7199,-9.8755,-4.3742,0.1328,0.1067,-0.314,12.3986,,1.5343,2.543
383,True,0.3226,5.1341,-8.0276,-0.2663,-1.4293,-0.1137,0.0033,5.7237,0.9008,-0.4187,-2.5965,0.0168,0.7479,0.4402,0.2117,4.6188,-0.1324,-1.5997,-9.1482,1.9268,-0.1989,-0.3331,0.0252,8.5087,-0.0295,3.538,-1.6754
384,False,0.0536,2.3514,-7.233,-0.3095,0.3822,1.2878,0.0225,11.29,0.0056,0.1118,1.3542,-0.0003,-2.2536,0.3284,0.21,1.7315,0.2258,-0.4544,-0.2884,-3.024,-0.127,-0.2457,1.3981,6.5681,-0.1775,-0.7037,-0.8214
385,True,0.3208,2.0181,-6.2433,-0.0053,0.1567,-1.8337,0.0204,,-0.8278,-0.1512,-0.0989,0.0062,-2.2825,0.6397,-0.2428,0.6006,0.824,0.3807,9.8938,4.0113,-0.3037,-0.202,-1.2629,6.2411,0.1769,6.9169,3.7161
386,False,0.3739,-0.931,-5.7353,0.4584,-0.6776,-1.3877,0.0116,-1.7984,-0.3339,,0.4914,-0.0034,-0.761,0.3939,-0.2597,2.3217,0.6542,-1.2966,10.8856,2.9217,-0.2958,-0.4385,-1.5547,5.6273,-0.1123,5.3591,4.631
387,False,0.4621,0.7249,-5.6694,0.2043,-0.5949,0.8348,0.0261,-4.2556,-0.5544,0.3228,-0.1807,-0.0148,1.275,0.0638,-0.0206,2.4129,0.1445,-3.0775,-12.388,-3.2609,0.0197,-0.1693,-0.5703,5.9413,-0.1227,0.1006,-2.4671
388,False,0.4625,2.7989,-2.2679,0.0201,0.6979,2.3707,0.028,0.9597,-0.7176,0.7033,1.2452,-0.019,0.7657,0.1228,0.0568,1.2847,0.5692,1.4461,-6.4373,-3.0714,-0.3172,0.0974,3.0003,1.7282,0.0702,1.1597,-1.0148
389,True,0.1111,-1.2759,-7.6839,0.1352,-0.4145,-0.5879,0.0025,-0.4444,0.1776,,-1.6429,0.0078,0.6869,0.3872,-0.1738,3.7602,-0.4759,,-5.4456,-2.2897,-0.0784,-0.0595,-0.7048,7.9444,0.0077,-2.1861,3.9139
390,False,0.2312,3.5543,-11.6727,-0.1853,-0.8655,-0.418,0.003,4.7207,0.3937,-0.1631,-2.5239,0.0171,0.7073,0.0913,0.072,4.3981,-0.498,2.572,-3.3298,-3.5688,-0.0598,0.0286,-0.0326,11.6049,0.2536,1.118,0.3197
391,False,0.2455,3.0022,-5.1593,0.0485,0.946,0.9268,0.0027,-2.9518,-1.6392,0.0107,2.1898,-0.0042,-1.9848,0.3353,-0.1233,1.1979,0.3587,-4.3338,8.5714,3.6323,-0.1526,0.0213,-3.2836,4.7847,-0.0316,6.5743,0.8508
392,False,0.4195,2.9964,-7.2869,-0.5789,1.194,0.2119,0.0266,4.7207,-0.1135,0.6171,-0.0172,-0.005,-1.1452,0.278,0.1646,1.224,0.9533,-4.6843,-3.991,-5.6297,0.0995,0.1621,-1.3185,7.1132,-0.1296,,0.3327
393,True,0.0282,-0.8513,-11.845,-0.5605,-0.377,-0.3614,0.0073,-10.173,1.3991,-0.5049,-2.9235,0.0166,-2.1548,0.4071,0.1646,3.9196,-1.6429,-3.0182,-3.7265,3.3243,0.3535,0.2802,2.2109,12.2556,-0.3291,2.8147,-0.5529
394,True,0.4608,-2.1726,-5.7059,-0.1279,0.6604,-0.8923,0.0134,14.4995,0.2261,-0.1304,1.1635,-0.0026,0.3705,0.656,0.1259,3.8753,-0.7048,0.7316,15.3155,0.5766,-0.0141,-0.2325,0.1842,5.0556,0.3808,0.0025,7.525
395,False,0.0954,-3.3133,-3.6366,0.2363,0.0139,-0.4817,0.0119,-5.2084,-1.0792,-0.1052,0.0101,-0.0053,-3.8705,0.5401,-0.024,2.5954,0.3513,-0.8501,23.3819,1.3819,0.1391,0.2573,-1.1989,3.3806,-0.3223,3.3303,-3.0807
396,False,0.0542,-0.2321,-9.3049,-0.0911,2.2464,0.3676,0.0175,5.5733,0.3937,0.2114,1.5995,0.0017,0.0992,0.3078,-0.1486,1.6319,0.584,-3.0597,1.4968,-7.6431,0.1511,0.0694,0.0756,8.599,-0.0359,2.0541,6.7014
397,True,0.04,0.5851,-11.0517,-0.1279,-0.6476,-1.0268,0.0089,-9.9222,0.1776,-0.3162,0.3279,0.0003,0.7411,0.5895,-0.0139,4.257,-0.0364,1.3187,-6.9663,-1.8396,0.0567,-0.0738,0.7847,11.0013,0.3853,3.4863,2.4144
398,False,0.4025,1.5973,-2.0191,-0.5318,-0.7002,-0.7649,0.002,-0.996,-0.2546,0.0836,2.7347,-0.0003,-0.6605,0.2366,0.0366,2.1111,-0.0475,-1.2208,11.3484,3.3243,-0.0197,0.207,-3.1404,1.0361,0.0324,2.9506,-3.8988
399,True,0.0674,2.5412,-10.2967,-0.0735,-0.7002,-0.3543,0.0044,,1.4784,-0.2136,-1.5521,0.0186,-2.6484,0.5873,0.1444,4.2509,-0.919,1.8398,-8.2886,1.5714,0.1543,0.1411,2.0425,10.5982,0.0078,3.137,2.5925
400,False,0.0533,-1.3165,-1.8954,-0.3817,-0.2943,2.0593,0.0287,0.709,-0.8675,0.1891,1.8538,-0.0128,2.5148,0.066,0.0619,0.3935,1.6069,-1.7046,-1.1479,1.1688,-0.0578,0.1316,3.1465,1.3883,-0.1687,4.8483,2.5347
401,False,0.3333,3.2174,-10.7564,-0.2735,-0.3394,0.1411,0.0104,4.8712,0.6185,-0.1557,-1.0616,0.0052,2.9726,0.164,0.1275,4.695,-0.2285,4.4165,8.307,-6.1271,-0.0133,0.0176,0.6084,10.9677,0.0106,3.6598,-1.7959
402,False,0.3244,-0.021,-7.419,0.493,1.8029,-0.0146,0.0262,15.1012,-0.528,0.3733,0.1736,-0.0157,-3.1804,0.1287,-0.4415,1.2674,0.7059,1.6398,4.1415,-4.6584,-0.017,0.1114,-4.7502,6.9497,-0.0829,0.317,3.5545
403,False,0.1944,2.3291,-11.0144,-0.5449,0.7581,0.3959,0.0119,-3.9547,-0.6382,0.0702,-1.1434,0.0006,0.1813,0.1018,0.0467,1.0511,0.4437,3.2402,-10.8011,-6.9088,0.1248,-0.0854,-1.5698,11.6788,-0.0141,0.7442,2.9769
404,False,0.0294,0.1868,-5.4306,0.4651,-0.3619,0.5658,0.026,2.3638,-0.2458,-0.1483,0.0101,-0.0035,-1.1356,0.1655,-0.258,1.7037,0.4917,2.403,7.4474,8.512,0.0831,-0.3315,-1.3069,5.3866,-0.287,-2.319,1.5502
405,True,0.1619,6.7039,-8.1831,-0.1938,-1.6473,0.5163,0.0138,-8.3175,0.2261,-0.3786,-0.9799,0.0104,1.0829,,0.1545,3.584,-0.45,-0.7581,0.5712,2.6848,0.3145,-0.1547,2.1161,7.809,0.0157,,-0.6624
406,True,0.0943,1.7367,-9.3292,0.0551,-0.3995,-0.4676,0.017,6.0246,-0.2722,-0.3325,0.0101,0.0091,1.8181,0.6391,0.077,2.272,0.5064,-1.3048,10.4227,3.727,0.0396,-0.1653,1.9832,9.2827,0.1417,4.7517,1.9571
407,True,0.1127,1.9844,-11.7005,-0.429,0.1718,-0.319,0.0108,0.8093,1.1962,-0.2315,-1.9789,0.0175,-0.6911,0.4767,0.3312,4.5928,-1.0114,-0.1991,-10.3383,3.5138,-0.1156,0.04,-1.3823,11.8119,0.0512,,7.575
408,True,0.1397,1.9506,-8.2982,-0.1568,-1.0685,-1.5364,0.0043,-9.8721,-0.2105,-0.2671,-0.2624,0.0117,-1.8847,0.4352,-0.0156,3.4282,-0.2654,-1.7703,9.6293,-0.2051,0.0906,0.0554,-1.4718,8.1476,-0.2095,1.0047,2.1582
409,False,0.3297,1.356,-3.7401,-0.3505,-0.3694,-0.4959,0.0169,-3.8544,-0.894,-0.0383,0.891,-0.0059,-1.2587,0.6225,0.0922,0.6456,0.1298,-0.3069,6.1912,4.0587,0.157,0.0891,-0.0483,3.4728,-0.249,2.7592,0.293
410,True,0.0719,-0.9626,-11.7068,-0.4249,-0.61,-1.2603,0.0032,-0.1435,1.2403,-0.4009,-1.1343,0.0097,1.2971,0.3078,0.1814,2.7695,-1.0926,2.4087,-6.9002,-1.5553,0.1448,0.0005,2.0821,11.7873,,3.3978,2.2209
411,True,0.3991,4.3929,-9.4405,0.1377,0.3221,-0.6375,0.0034,2.0128,0.3275,-0.23,0.0555,0.0077,-2.0813,0.6302,-0.2092,4.0484,-0.6051,-2.8602,-10.735,2.1636,-0.2128,0.2074,2.1429,9.2402,-0.2613,,2.8117
412,False,0.3226,-1.6466,-10.2431,-0.0267,0.48,0.856,0.028,2.2635,-0.3604,,1.0999,-0.0018,0.9311,0.1263,-0.1805,2.9037,-0.1694,0.7409,-4.7844,-3.6636,-0.1456,-0.3602,-1.6802,10.0686,0.2319,5.9497,-1.5339
413,True,0.0504,-1.33,-7.855,-0.02,-0.4897,0.2331,0.0166,,0.0982,-0.3221,-2.3695,0.0104,0.5217,0.6177,0.1747,4.4549,-0.2617,0.7108,-9.8094,-2.1239,0.0437,0.0639,3.0951,8.2604,-0.2241,4.2418,-0.4698
414,False,0.1964,4.5166,-1.9043,-0.2396,-0.3018,-0.6233,0.0242,-4.2055,-1.1409,-0.0903,1.6721,-0.0043,-0.5421,0.5128,-0.0105,2.9926,-0.7048,4.8199,7.778,6.1195,-0.1027,0.2143,1.4544,1.7282,-0.2705,1.9444,5.0261
415,False,0.448,1.8972,-8.05,-0.1522,1.5173,0.764,0.0238,-2.4503,-0.162,0.3555,1.2725,-0.008,-1.1469,0.1853,0.0652,1.1806,0.5434,-2.8153,5.9928,-3.0003,-0.0917,-0.0357,2.7232,7.5156,0.3756,1.6517,-1.3188
416,True,0.1964,0.0697,-7.3146,-0.4598,-0.9858,-1.1966,0.0066,-6.0108,1.3329,-0.0933,-0.8436,0.021,0.5903,0.6031,0.2235,3.5637,-0.6125,3.0692,-2.1397,4.2482,-0.0319,0.2201,-0.6152,7.195,0.1929,-0.8981,0.9031
417,False,0.3483,1.2397,-2.4125,0.2125,0.1267,0.5092,0.023,1.3107,-0.3869,0.2678,0.4188,-0.0089,-1.0393,0.3422,-0.1132,0.2943,0.4917,-1.6986,4.8027,5.4089,-0.1053,-0.1201,2.3074,2.1667,-0.3464,3.1035,3.5792
418,False,0.1603,0.6911,-1.3564,0.1751,-1.0459,1.1391,0.0263,-5.058,-0.55,0.0672,-0.1352,-0.0093,0.1094,0.6502,-0.2984,1.9722,0.0079,-2.0263,4.935,3.3243,0.0262,-0.0925,-1.7975,1.276,-0.1299,3.3664,1.603
419,False,0.4478,2.4153,-5.0818,-0.2907,-0.0462,1.1179,0.0226,1.4612,-0.6514,0.3927,0.8547,0.0046,-1.066,0.0508,-0.0863,1.8796,0.5729,-3.2026,5.8606,-4.161,0.1609,0.0126,1.739,4.875,-0.3002,-0.4248,2.8903
